,Please enter a question,Potential generic question,Generic answer number,InScope
,,Whay time does (Building) close on (Day)?,14,yes
,,What rime does (Building) close on (Day)?,14,yes
,,What yime does (Building) close on (Day)?,14,yes
,,What tume does (Building) close on (Day)?,14,yes
,,What tome does (Building) close on (Day)?,14,yes
,,What tine does (Building) close on (Day)?,14,yes
,,What timw does (Building) close on (Day)?,14,yes
,,What timr does (Building) close on (Day)?,14,yes
,,What time soes (Building) close on (Day)?,14,yes
,,What time foes (Building) close on (Day)?,14,yes
,,What time dies (Building) close on (Day)?,14,yes
,,What time dpes (Building) close on (Day)?,14,yes
,,What time dows (Building) close on (Day)?,14,yes
,,What time dors (Building) close on (Day)?,14,yes
,,What time doea (Building) close on (Day)?,14,yes
,,What time doed (Building) close on (Day)?,14,yes
,,What time does (Building) xlose on (Day)?,14,yes
,,What time does (Building) vlose on (Day)?,14,yes
,,What time does (Building) ckose on (Day)?,14,yes
,,What time does (Building) clise on (Day)?,14,yes
,,What time does (Building) clpse on (Day)?,14,yes
,,What time does (Building) cloae on (Day)?,14,yes
,,What time does (Building) clode on (Day)?,14,yes
,,What time does (Building) closw on (Day)?,14,yes
,,What time does (Building) closr on (Day)?,14,yes
,,What time does (Building) close in (Day)?,14,yes
,,What time does (Building) close pn (Day)?,14,yes
,,What time does (Building) close ob (Day)?,14,yes
,,What time does (Building) close om (Day)?,14,yes
,,When does (Building) close?,14,yes
,,Qhen does (Building) close?,14,yes
,,Ehen does (Building) close?,14,yes
,,Wgen does (Building) close?,14,yes
,,Wjen does (Building) close?,14,yes
,,Whwn does (Building) close?,14,yes
,,Whrn does (Building) close?,14,yes
,,Wheb does (Building) close?,14,yes
,,Whem does (Building) close?,14,yes
,,When soes (Building) close?,14,yes
,,When foes (Building) close?,14,yes
,,When dies (Building) close?,14,yes
,,When dpes (Building) close?,14,yes
,,When dows (Building) close?,14,yes
,,When dors (Building) close?,14,yes
,,When doea (Building) close?,14,yes
,,When doed (Building) close?,14,yes
,,When does (Building) xlose?,14,yes
,,When does (Building) vlose?,14,yes
,,When does (Building) ckose?,14,yes
,,When does (Building) clise?,14,yes
,,When does (Building) clpse?,14,yes
,,When does (Building) cloae?,14,yes
,,When does (Building) clode?,14,yes
,,When does (Building) closw?,14,yes
,,When does (Building) closr?,14,yes
,,What time does Rush close?,14,yes
,,Qhat time does Rush close?,14,yes
,,Ehat time does Rush close?,14,yes
,,Wgat time does Rush close?,14,yes
,,Wjat time does Rush close?,14,yes
,,Whst time does Rush close?,14,yes
,,Whar time does Rush close?,14,yes
,,Whay time does Rush close?,14,yes
,,What rime does Rush close?,14,yes
,,What yime does Rush close?,14,yes
,,What tume does Rush close?,14,yes
,,What tome does Rush close?,14,yes
,,What tine does Rush close?,14,yes
,,What timw does Rush close?,14,yes
,,What timr does Rush close?,14,yes
,,What time soes Rush close?,14,yes
,,What time foes Rush close?,14,yes
,,What time dies Rush close?,14,yes
,,What time dpes Rush close?,14,yes
,,What time dows Rush close?,14,yes
,,What time dors Rush close?,14,yes
,,What time doea Rush close?,14,yes
,,What time doed Rush close?,14,yes
,,What time does Eush close?,14,yes
,,What time does Tush close?,14,yes
,,What time does Rysh close?,14,yes
,,What time does Rish close?,14,yes
,,What time does Ruah close?,14,yes
,,What time does Rudh close?,14,yes
,,What time does Rusg close?,14,yes
,,What time does Rusj close?,14,yes
,,What time does Rush xlose?,14,yes
,,What time does Rush vlose?,14,yes
,,What time does Rush ckose?,14,yes
,,What time does Rush clise?,14,yes
,,What time does Rush clpse?,14,yes
,,What time does Rush cloae?,14,yes
,,What time does Rush clode?,14,yes
,,What time does Rush closw?,14,yes
,,What time does Rush closr?,14,yes
,,What's (Building)'s close time?,14,yes
,,Qhat's (Building)'s close time?,14,yes
,,Ehat's (Building)'s close time?,14,yes
,,Wgat's (Building)'s close time?,14,yes
,,Wjat's (Building)'s close time?,14,yes
,,Whst's (Building)'s close time?,14,yes
,,Whar's (Building)'s close time?,14,yes
,,Whay's (Building)'s close time?,14,yes
,,What'a (Building)'s close time?,14,yes
,,What'd (Building)'s close time?,14,yes
,,What's (Building)'a close time?,14,yes
,,What's (Building)'d close time?,14,yes
,,What's (Building)'s xlose time?,14,yes
,,What's (Building)'s vlose time?,14,yes
,,What's (Building)'s ckose time?,14,yes
,,What's (Building)'s clise time?,14,yes
,,What's (Building)'s clpse time?,14,yes
,,What's (Building)'s cloae time?,14,yes
,,What's (Building)'s clode time?,14,yes
,,What's (Building)'s closw time?,14,yes
,,What's (Building)'s closr time?,14,yes
,,What's (Building)'s close rime?,14,yes
,,What's (Building)'s close yime?,14,yes
,,What's (Building)'s close tume?,14,yes
,,What's (Building)'s close tome?,14,yes
,,What's (Building)'s close tine?,14,yes
,,What's (Building)'s close timw?,14,yes
,,What's (Building)'s close timr?,14,yes
,,What time does (Building) close?,14,yes
,,Qhat time does (Building) close?,14,yes
,,Ehat time does (Building) close?,14,yes
,,Wgat time does (Building) close?,14,yes
,,Wjat time does (Building) close?,14,yes
,,Whst time does (Building) close?,14,yes
,,Whar time does (Building) close?,14,yes
,,Whay time does (Building) close?,14,yes
,,What rime does (Building) close?,14,yes
,,What yime does (Building) close?,14,yes
,,What tume does (Building) close?,14,yes
,,What tome does (Building) close?,14,yes
,,What tine does (Building) close?,14,yes
,,What timw does (Building) close?,14,yes
,,What timr does (Building) close?,14,yes
,,What time soes (Building) close?,14,yes
,,What time foes (Building) close?,14,yes
,,What time dies (Building) close?,14,yes
,,What time dpes (Building) close?,14,yes
,,What time dows (Building) close?,14,yes
,,What time dors (Building) close?,14,yes
,,What time doea (Building) close?,14,yes
,,What time doed (Building) close?,14,yes
,,What time does (Building) xlose?,14,yes
,,What time does (Building) vlose?,14,yes
,,What time does (Building) ckose?,14,yes
,,What time does (Building) clise?,14,yes
,,What time does (Building) clpse?,14,yes
,,What time does (Building) cloae?,14,yes
,,What time does (Building) clode?,14,yes
,,What time does (Building) closw?,14,yes
,,What time does (Building) closr?,14,yes
,,When does (Building) close (Day)?,14,yes
,,Qhen does (Building) close (Day)?,14,yes
,,Ehen does (Building) close (Day)?,14,yes
,,Wgen does (Building) close (Day)?,14,yes
,,Wjen does (Building) close (Day)?,14,yes
,,Whwn does (Building) close (Day)?,14,yes
,,Whrn does (Building) close (Day)?,14,yes
,,Wheb does (Building) close (Day)?,14,yes
,,Whem does (Building) close (Day)?,14,yes
,,When soes (Building) close (Day)?,14,yes
,,When foes (Building) close (Day)?,14,yes
,,When dies (Building) close (Day)?,14,yes
,,When dpes (Building) close (Day)?,14,yes
,,When dows (Building) close (Day)?,14,yes
,,When dors (Building) close (Day)?,14,yes
,,When doea (Building) close (Day)?,14,yes
,,When doed (Building) close (Day)?,14,yes
,,When does (Building) xlose (Day)?,14,yes
,,When does (Building) vlose (Day)?,14,yes
,,When does (Building) ckose (Day)?,14,yes
,,When does (Building) clise (Day)?,14,yes
,,When does (Building) clpse (Day)?,14,yes
,,When does (Building) cloae (Day)?,14,yes
,,When does (Building) clode (Day)?,14,yes
,,When does (Building) closw (Day)?,14,yes
,,When does (Building) closr (Day)?,14,yes
,,What time does Rush close (Day)?,14,yes
,,Qhat time does Rush close (Day)?,14,yes
,,Ehat time does Rush close (Day)?,14,yes
,,Wgat time does Rush close (Day)?,14,yes
,,Wjat time does Rush close (Day)?,14,yes
,,Whst time does Rush close (Day)?,14,yes
,,Whar time does Rush close (Day)?,14,yes
,,Whay time does Rush close (Day)?,14,yes
,,What rime does Rush close (Day)?,14,yes
,,What yime does Rush close (Day)?,14,yes
,,What tume does Rush close (Day)?,14,yes
,,What tome does Rush close (Day)?,14,yes
,,What tine does Rush close (Day)?,14,yes
,,What timw does Rush close (Day)?,14,yes
,,What timr does Rush close (Day)?,14,yes
,,What time soes Rush close (Day)?,14,yes
,,What time foes Rush close (Day)?,14,yes
,,What time dies Rush close (Day)?,14,yes
,,What time dpes Rush close (Day)?,14,yes
,,What time dows Rush close (Day)?,14,yes
,,What time dors Rush close (Day)?,14,yes
,,What time doea Rush close (Day)?,14,yes
,,What time doed Rush close (Day)?,14,yes
,,What time does Eush close (Day)?,14,yes
,,What time does Tush close (Day)?,14,yes
,,What time does Rysh close (Day)?,14,yes
,,What time does Rish close (Day)?,14,yes
,,What time does Ruah close (Day)?,14,yes
,,What time does Rudh close (Day)?,14,yes
,,What time does Rusg close (Day)?,14,yes
,,What time does Rusj close (Day)?,14,yes
,,What time does Rush xlose (Day)?,14,yes
,,What time does Rush vlose (Day)?,14,yes
,,What time does Rush ckose (Day)?,14,yes
,,What time does Rush clise (Day)?,14,yes
,,What time does Rush clpse (Day)?,14,yes
,,What time does Rush cloae (Day)?,14,yes
,,What time does Rush clode (Day)?,14,yes
,,What time does Rush closw (Day)?,14,yes
,,What time does Rush closr (Day)?,14,yes
,,,,
,When does Rush open on Monday?,When does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Qhen does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Ehen does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Wgen does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Wjen does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Whwn does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Whrn does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Wheb does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,Whem does (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When soes (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When foes (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When dies (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When dpes (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When dows (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When dors (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When doea (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When doed (Building) open on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) ipen on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) ppen on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) ooen on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) opwn on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) oprn on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) opeb on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) opem on (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) open in (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) open pn (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) open ob (Day)?,15,yes
,When does Rush open on Monday?,When does (Building) open om (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Qhat time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Ehat time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Wgat time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Wjat time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Whst time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Whar time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,Whay time does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What rime does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What yime does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What tume does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What tome does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What tine does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What timw does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What timr does (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time soes (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time foes (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time dies (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time dpes (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time dows (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time dors (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time doea (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time doed (Building) open on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) ipen on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) ppen on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) ooen on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) opwn on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) oprn on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) opeb on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) opem on (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) open in (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) open pn (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) open ob (Day)?,15,yes
,What time does Rush open on Monday?,What time does (Building) open om (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Qhat's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Ehat's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Wgat's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Wjat's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Whst's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Whar's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,Whay's (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,What'a (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,What'd (Building)'s open time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'a open time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'d open time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s ipen time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s ppen time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s ooen time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s opwn time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s oprn time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s opeb time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s opem time on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open rime on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open yime on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open tume on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open tome on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open tine on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open timw on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open timr on (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open time in (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open time pn (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open time ob (Day)?,15,yes
,What's Rush's open time on Monday?,What's (Building)'s open time om (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Qhat time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Ehat time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Wgat time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Wjat time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Whst time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Whar time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,Whay time does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What rime does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What yime does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What tume does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What tome does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What tine does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What timw does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What timr does (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time soes (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time foes (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time dies (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time dpes (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time dows (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time dors (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time doea (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time doed (Building) open on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) ipen on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) ppen on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) ooen on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) opwn on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) oprn on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) opeb on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) opem on (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) open in (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) open pn (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) open ob (Day)?,15,yes
,When's Rush open on Monday?,What time does (Building) open om (Day)?,15,yes
,When does Rush open?,When does (Building) open?,15,yes
,When does Rush open?,Qhen does (Building) open?,15,yes
,When does Rush open?,Ehen does (Building) open?,15,yes
,When does Rush open?,Wgen does (Building) open?,15,yes
,When does Rush open?,Wjen does (Building) open?,15,yes
,When does Rush open?,Whwn does (Building) open?,15,yes
,When does Rush open?,Whrn does (Building) open?,15,yes
,When does Rush open?,Wheb does (Building) open?,15,yes
,When does Rush open?,Whem does (Building) open?,15,yes
,When does Rush open?,When soes (Building) open?,15,yes
,When does Rush open?,When foes (Building) open?,15,yes
,When does Rush open?,When dies (Building) open?,15,yes
,When does Rush open?,When dpes (Building) open?,15,yes
,When does Rush open?,When dows (Building) open?,15,yes
,When does Rush open?,When dors (Building) open?,15,yes
,When does Rush open?,When doea (Building) open?,15,yes
,When does Rush open?,When doed (Building) open?,15,yes
,When does Rush open?,When does (Building) ipen?,15,yes
,When does Rush open?,When does (Building) ppen?,15,yes
,When does Rush open?,When does (Building) ooen?,15,yes
,When does Rush open?,When does (Building) opwn?,15,yes
,When does Rush open?,When does (Building) oprn?,15,yes
,When does Rush open?,When does (Building) opeb?,15,yes
,When does Rush open?,When does (Building) opem?,15,yes
,What time does Rush open?,What time does (Building) open?,15,yes
,What time does Rush open?,Qhat time does (Building) open?,15,yes
,What time does Rush open?,Ehat time does (Building) open?,15,yes
,What time does Rush open?,Wgat time does (Building) open?,15,yes
,What time does Rush open?,Wjat time does (Building) open?,15,yes
,What time does Rush open?,Whst time does (Building) open?,15,yes
,What time does Rush open?,Whar time does (Building) open?,15,yes
,What time does Rush open?,Whay time does (Building) open?,15,yes
,What time does Rush open?,What rime does (Building) open?,15,yes
,What time does Rush open?,What yime does (Building) open?,15,yes
,What time does Rush open?,What tume does (Building) open?,15,yes
,What time does Rush open?,What tome does (Building) open?,15,yes
,What time does Rush open?,What tine does (Building) open?,15,yes
,What time does Rush open?,What timw does (Building) open?,15,yes
,What time does Rush open?,What timr does (Building) open?,15,yes
,What time does Rush open?,What time soes (Building) open?,15,yes
,What time does Rush open?,What time foes (Building) open?,15,yes
,What time does Rush open?,What time dies (Building) open?,15,yes
,What time does Rush open?,What time dpes (Building) open?,15,yes
,What time does Rush open?,What time dows (Building) open?,15,yes
,What time does Rush open?,What time dors (Building) open?,15,yes
,What time does Rush open?,What time doea (Building) open?,15,yes
,What time does Rush open?,What time doed (Building) open?,15,yes
,What time does Rush open?,What time does (Building) ipen?,15,yes
,What time does Rush open?,What time does (Building) ppen?,15,yes
,What time does Rush open?,What time does (Building) ooen?,15,yes
,What time does Rush open?,What time does (Building) opwn?,15,yes
,What time does Rush open?,What time does (Building) oprn?,15,yes
,What time does Rush open?,What time does (Building) opeb?,15,yes
,What time does Rush open?,What time does (Building) opem?,15,yes
,What's Rush open time?,What's (Building)'s open time?,15,yes
,What's Rush open time?,Qhat's (Building)'s open time?,15,yes
,What's Rush open time?,Ehat's (Building)'s open time?,15,yes
,What's Rush open time?,Wgat's (Building)'s open time?,15,yes
,What's Rush open time?,Wjat's (Building)'s open time?,15,yes
,What's Rush open time?,Whst's (Building)'s open time?,15,yes
,What's Rush open time?,Whar's (Building)'s open time?,15,yes
,What's Rush open time?,Whay's (Building)'s open time?,15,yes
,What's Rush open time?,What'a (Building)'s open time?,15,yes
,What's Rush open time?,What'd (Building)'s open time?,15,yes
,What's Rush open time?,What's (Building)'a open time?,15,yes
,What's Rush open time?,What's (Building)'d open time?,15,yes
,What's Rush open time?,What's (Building)'s ipen time?,15,yes
,What's Rush open time?,What's (Building)'s ppen time?,15,yes
,What's Rush open time?,What's (Building)'s ooen time?,15,yes
,What's Rush open time?,What's (Building)'s opwn time?,15,yes
,What's Rush open time?,What's (Building)'s oprn time?,15,yes
,What's Rush open time?,What's (Building)'s opeb time?,15,yes
,What's Rush open time?,What's (Building)'s opem time?,15,yes
,What's Rush open time?,What's (Building)'s open rime?,15,yes
,What's Rush open time?,What's (Building)'s open yime?,15,yes
,What's Rush open time?,What's (Building)'s open tume?,15,yes
,What's Rush open time?,What's (Building)'s open tome?,15,yes
,What's Rush open time?,What's (Building)'s open tine?,15,yes
,What's Rush open time?,What's (Building)'s open timw?,15,yes
,What's Rush open time?,What's (Building)'s open timr?,15,yes
,When's Rush open?,What time does (Building) open?,15,yes
,When's Rush open?,Qhat time does (Building) open?,15,yes
,When's Rush open?,Ehat time does (Building) open?,15,yes
,When's Rush open?,Wgat time does (Building) open?,15,yes
,When's Rush open?,Wjat time does (Building) open?,15,yes
,When's Rush open?,Whst time does (Building) open?,15,yes
,When's Rush open?,Whar time does (Building) open?,15,yes
,When's Rush open?,Whay time does (Building) open?,15,yes
,When's Rush open?,What rime does (Building) open?,15,yes
,When's Rush open?,What yime does (Building) open?,15,yes
,When's Rush open?,What tume does (Building) open?,15,yes
,When's Rush open?,What tome does (Building) open?,15,yes
,When's Rush open?,What tine does (Building) open?,15,yes
,When's Rush open?,What timw does (Building) open?,15,yes
,When's Rush open?,What timr does (Building) open?,15,yes
,When's Rush open?,What time soes (Building) open?,15,yes
,When's Rush open?,What time foes (Building) open?,15,yes
,When's Rush open?,What time dies (Building) open?,15,yes
,When's Rush open?,What time dpes (Building) open?,15,yes
,When's Rush open?,What time dows (Building) open?,15,yes
,When's Rush open?,What time dors (Building) open?,15,yes
,When's Rush open?,What time doea (Building) open?,15,yes
,When's Rush open?,What time doed (Building) open?,15,yes
,When's Rush open?,What time does (Building) ipen?,15,yes
,When's Rush open?,What time does (Building) ppen?,15,yes
,When's Rush open?,What time does (Building) ooen?,15,yes
,When's Rush open?,What time does (Building) opwn?,15,yes
,When's Rush open?,What time does (Building) oprn?,15,yes
,When's Rush open?,What time does (Building) opeb?,15,yes
,When's Rush open?,What time does (Building) opem?,15,yes
,When does Rush open today?,When does (Building) open (Day)?,15,yes
,When does Rush open today?,Qhen does (Building) open (Day)?,15,yes
,When does Rush open today?,Ehen does (Building) open (Day)?,15,yes
,When does Rush open today?,Wgen does (Building) open (Day)?,15,yes
,When does Rush open today?,Wjen does (Building) open (Day)?,15,yes
,When does Rush open today?,Whwn does (Building) open (Day)?,15,yes
,When does Rush open today?,Whrn does (Building) open (Day)?,15,yes
,When does Rush open today?,Wheb does (Building) open (Day)?,15,yes
,When does Rush open today?,Whem does (Building) open (Day)?,15,yes
,When does Rush open today?,When soes (Building) open (Day)?,15,yes
,When does Rush open today?,When foes (Building) open (Day)?,15,yes
,When does Rush open today?,When dies (Building) open (Day)?,15,yes
,When does Rush open today?,When dpes (Building) open (Day)?,15,yes
,When does Rush open today?,When dows (Building) open (Day)?,15,yes
,When does Rush open today?,When dors (Building) open (Day)?,15,yes
,When does Rush open today?,When doea (Building) open (Day)?,15,yes
,When does Rush open today?,When doed (Building) open (Day)?,15,yes
,When does Rush open today?,When does (Building) ipen (Day)?,15,yes
,When does Rush open today?,When does (Building) ppen (Day)?,15,yes
,When does Rush open today?,When does (Building) ooen (Day)?,15,yes
,When does Rush open today?,When does (Building) opwn (Day)?,15,yes
,When does Rush open today?,When does (Building) oprn (Day)?,15,yes
,When does Rush open today?,When does (Building) opeb (Day)?,15,yes
,When does Rush open today?,When does (Building) opem (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Qhat time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Ehat time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Wgat time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Wjat time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Whst time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Whar time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,Whay time does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What rime does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What yime does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What tume does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What tome does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What tine does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What timw does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What timr does (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time soes (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time foes (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time dies (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time dpes (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time dows (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time dors (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time doea (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time doed (Building) open (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) ipen (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) ppen (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) ooen (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) opwn (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) oprn (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) opeb (Day)?,15,yes
,What time does Rush open tomorrow?,What time does (Building) opem (Day)?,15,yes
,,,,
,What is Rush's website?,What is (Building) website?,16,yes
,What is Rush's website?,Qhat is (Building) website?,16,yes
,What is Rush's website?,Ehat is (Building) website?,16,yes
,What is Rush's website?,Wgat is (Building) website?,16,yes
,What is Rush's website?,Wjat is (Building) website?,16,yes
,What is Rush's website?,Whst is (Building) website?,16,yes
,What is Rush's website?,Whar is (Building) website?,16,yes
,What is Rush's website?,Whay is (Building) website?,16,yes
,What is Rush's website?,What us (Building) website?,16,yes
,What is Rush's website?,What os (Building) website?,16,yes
,What is Rush's website?,What ia (Building) website?,16,yes
,What is Rush's website?,What id (Building) website?,16,yes
,What is Rush's website?,What is (Building) qebsite?,16,yes
,What is Rush's website?,What is (Building) eebsite?,16,yes
,What is Rush's website?,What is (Building) wwbsite?,16,yes
